countrycode,country,city,year,subject,value,unit
CZE,Czech Republic,Prague,2010,Unemployment (persons),"41,749.00",Persons
CZE,Czech Republic,Prague,2010,Unemployment of the metropolitan area as a share of national value (%),10.89,Percentage
CZE,Czech Republic,Prague,2010,Metropolitan land share of national value (%),5.09,Percentage
CZE,Czech Republic,Prague,2010,Green area per million people (square meters per million person),275.68,Ratio
CZE,Czech Republic,Prague,2010,Population of the city area (persons),"1,303,117.00",Persons
CZE,Czech Republic,Prague,2010,Labour productivity,"92,121.96",US Dollar
CZE,Czech Republic,Prague,2010,Population density of the city area (persons per km2),"2,442.86",Ratio
CZE,Czech Republic,Prague,2010,Total land area of the city (km2),533.44,Square kilometres
CZE,Czech Republic,Prague,2011,Total population of the metropolitan area (persons),"1,848,898.00",Persons
CZE,Czech Republic,Prague,2011,Population density (persons per km2),470.57,Ratio
CZE,Czech Republic,Prague,2011,Total land area (km2),"3,929.04",Square kilometres
CZE,Czech Republic,Prague,2011,GDP (millions US$),"87,467.36",US Dollar
CZE,Czech Republic,Prague,2011,GDP of the metropolitan area as a share of national value (%),30.28,Percentage
CZE,Czech Republic,Prague,2011,GDP per capita (US$),"47,307.83",US Dollar
CZE,Czech Republic,Prague,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,18.33,Micrograms per cubic metre
CZE,Czech Republic,Prague,2011,Employment (persons),"933,356.00",Persons
CZE,Czech Republic,Prague,2011,Employment of the metropolitan area as a share of national value (%),19.15,Percentage
CZE,Czech Republic,Prague,2011,Unemployment (persons),"39,622.00",Persons
CZE,Czech Republic,Prague,2011,Unemployment of the metropolitan area as a share of national value (%),11.3,Percentage
CZE,Czech Republic,Prague,2011,Metropolitan land share of national value (%),5.09,Percentage
CZE,Czech Republic,Prague,2011,Green area per million people (square meters per million person),272.84,Ratio
CZE,Czech Republic,Prague,2011,Population of the city area (persons),"1,310,318.00",Persons
CZE,Czech Republic,Prague,2011,Labour productivity,"93,712.75",US Dollar
CZE,Czech Republic,Prague,2011,Population density of the city area (persons per km2),"2,456.35",Ratio
CZE,Czech Republic,Prague,2011,Total land area of the city (km2),533.44,Square kilometres
CZE,Czech Republic,Prague,2012,Total population of the metropolitan area (persons),"1,868,631.00",Persons
CZE,Czech Republic,Prague,2012,Population density (persons per km2),475.59,Ratio
CZE,Czech Republic,Prague,2012,Total land area (km2),"3,929.04",Square kilometres
CZE,Czech Republic,Prague,2012,GDP (millions US$),"86,433.96",US Dollar
CZE,Czech Republic,Prague,2012,GDP of the metropolitan area as a share of national value (%),30.13,Percentage
CZE,Czech Republic,Prague,2012,GDP per capita (US$),"46,255.23",US Dollar
CZE,Czech Republic,Prague,2012,Employment (persons),"954,622.00",Persons
CZE,Czech Republic,Prague,2012,Employment of the metropolitan area as a share of national value (%),19.52,Percentage
CZE,Czech Republic,Prague,2012,Unemployment (persons),"35,817.00",Persons
CZE,Czech Republic,Prague,2012,Unemployment of the metropolitan area as a share of national value (%),9.76,Percentage
CZE,Czech Republic,Prague,2012,Metropolitan land share of national value (%),5.09,Percentage
CZE,Czech Republic,Prague,2012,Green area per million people (square meters per million person),269.96,Ratio
CZE,Czech Republic,Prague,2012,Population of the city area (persons),"1,317,563.00",Persons
CZE,Czech Republic,Prague,2012,Labour productivity,"90,542.61",US Dollar
CZE,Czech Republic,Prague,2012,Population density of the city area (persons per km2),"2,469.94",Ratio
CZE,Czech Republic,Prague,2012,Total land area of the city (km2),533.44,Square kilometres
CZE,Czech Republic,Prague,2013,Total population of the metropolitan area (persons),"1,889,112.00",Persons
CZE,Czech Republic,Prague,2013,Population density (persons per km2),480.81,Ratio
CZE,Czech Republic,Prague,2013,Total land area (km2),"3,929.04",Square kilometres
CZE,Czech Republic,Prague,2013,GDP (millions US$),"87,076.06",US Dollar
CZE,Czech Republic,Prague,2013,GDP of the metropolitan area as a share of national value (%),30.31,Percentage
CZE,Czech Republic,Prague,2013,GDP per capita (US$),"46,093.65",US Dollar
CZE,Czech Republic,Prague,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,17.9,Micrograms per cubic metre
CZE,Czech Republic,Prague,2013,Employment (persons),"960,140.00",Persons
CZE,Czech Republic,Prague,2013,Employment of the metropolitan area as a share of national value (%),19.45,Percentage
CZE,Czech Republic,Prague,2013,Unemployment (persons),"38,071.00",Persons
CZE,Czech Republic,Prague,2013,Unemployment of the metropolitan area as a share of national value (%),10.32,Percentage
CZE,Czech Republic,Prague,2013,Metropolitan land share of national value (%),5.09,Percentage
CZE,Czech Republic,Prague,2013,Green area per million people (square meters per million person),267.03,Ratio
CZE,Czech Republic,Prague,2013,Population of the city area (persons),"1,324,853.00",Persons
CZE,Czech Republic,Prague,2013,Labour productivity,"90,691.01",US Dollar
CZE,Czech Republic,Prague,2013,Population density of the city area (persons per km2),"2,483.60",Ratio
CZE,Czech Republic,Prague,2013,Total land area of the city (km2),533.44,Square kilometres
CZE,Czech Republic,Prague,2014,Total population of the metropolitan area (persons),"1,910,396.00",Persons
CZE,Czech Republic,Prague,2014,Population density (persons per km2),486.22,Ratio
CZE,Czech Republic,Prague,2014,Total land area (km2),"3,929.04",Square kilometres
CZE,Czech Republic,Prague,2014,Metropolitan land share of national value (%),5.09,Percentage
CZE,Czech Republic,Prague,2014,Green area per million people (square meters per million person),264.05,Ratio
CZE,Czech Republic,Prague,2014,Population of the city area (persons),"1,332,187.00",Persons
CZE,Czech Republic,Prague,2014,Population density of the city area (persons per km2),"2,497.35",Ratio
CZE,Czech Republic,Prague,2014,Total land area of the city (km2),533.44,Square kilometres
ITA,Italy,Rome,2008,Total population of the metropolitan area (persons),"3,941,844.00",Persons
ITA,Italy,Rome,2008,Population density (persons per km2),693.2,Ratio
ITA,Italy,Rome,2008,Total land area (km2),"5,686.46",Square kilometres
ITA,Italy,Rome,2008,GDP (millions US$),"200,042.37",US Dollar
ITA,Italy,Rome,2008,GDP of the metropolitan area as a share of national value (%),9.35,Percentage
ITA,Italy,Rome,2008,GDP per capita (US$),"50,748.42",US Dollar
ITA,Italy,Rome,2008,CO2 emissions per capita  (tonnes per inhabitant),9.11,Tonnes
ITA,Italy,Rome,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,11.79,Micrograms per cubic metre
ITA,Italy,Rome,2008,Employment (persons),"1,653,648.00",Persons
ITA,Italy,Rome,2008,Employment of the metropolitan area as a share of national value (%),7.16,Percentage
ITA,Italy,Rome,2008,Unemployment (persons),"125,242.00",Persons
ITA,Italy,Rome,2008,Unemployment of the metropolitan area as a share of national value (%),7.53,Percentage
ITA,Italy,Rome,2008,Metropolitan land share of national value (%),1.93,Percentage
ITA,Italy,Rome,2008,CO2 emissions per capita from transport (tonnes per inhabitant),1.5,Tonnes
ITA,Italy,Rome,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),7.73,Percentage
ITA,Italy,Rome,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),5.3,Percentage
ITA,Italy,Rome,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),2.33,Tonnes
ITA,Italy,Rome,2008,Population of the city area (persons),"2,595,862.00",Persons
ITA,Italy,Rome,2008,Green area per million people (square meters per million person),236.61,Ratio
ITA,Italy,Rome,2008,Total land area of the city (km2),"1,283.93",Square kilometres
ITA,Italy,Rome,2008,Population density of the city area (persons per km2),"2,021.81",Ratio
ITA,Italy,Rome,2008,CO2 emissions of the metropolitan area as a share of national value (%),8.56,Percentage
ITA,Italy,Rome,2008,Labour productivity,"120,970.34",US Dollar
ITA,Italy,Rome,2009,Total population of the metropolitan area (persons),"3,974,623.00",Persons
ITA,Italy,Rome,2009,Population density (persons per km2),698.96,Ratio
ITA,Italy,Rome,2009,Total land area (km2),"5,686.46",Square kilometres
ITA,Italy,Rome,2009,GDP (millions US$),"194,457.39",US Dollar
ITA,Italy,Rome,2009,GDP of the metropolitan area as a share of national value (%),9.61,Percentage
ITA,Italy,Rome,2009,GDP per capita (US$),"48,924.74",US Dollar
ITA,Italy,Rome,2009,Employment (persons),"1,652,422.00",Persons
ITA,Italy,Rome,2009,Employment of the metropolitan area as a share of national value (%),7.28,Percentage
ITA,Italy,Rome,2009,Unemployment (persons),"144,668.00",Persons
ITA,Italy,Rome,2009,Unemployment of the metropolitan area as a share of national value (%),7.59,Percentage
ITA,Italy,Rome,2009,Metropolitan land share of national value (%),1.93,Percentage
ITA,Italy,Rome,2009,Population of the city area (persons),"2,602,947.00",Persons
ITA,Italy,Rome,2009,Green area per million people (square meters per million person),234.66,Ratio
ITA,Italy,Rome,2009,Total land area of the city (km2),"1,283.93",Square kilometres
ITA,Italy,Rome,2009,Population density of the city area (persons per km2),"2,027.33",Ratio
ITA,Italy,Rome,2009,Labour productivity,"117,680.22",US Dollar
ITA,Italy,Rome,2010,Total population of the metropolitan area (persons),"4,008,095.00",Persons
ITA,Italy,Rome,2010,Population density (persons per km2),704.85,Ratio
ITA,Italy,Rome,2010,Total land area (km2),"5,686.46",Square kilometres
ITA,Italy,Rome,2010,GDP (millions US$),"193,924.82",US Dollar
ITA,Italy,Rome,2010,GDP of the metropolitan area as a share of national value (%),9.42,Percentage
ITA,Italy,Rome,2010,GDP per capita (US$),"48,383.29",US Dollar
ITA,Italy,Rome,2010,Employment (persons),"1,662,673.00",Persons
ITA,Italy,Rome,2010,Employment of the metropolitan area as a share of national value (%),7.38,Percentage
ITA,Italy,Rome,2010,Unemployment (persons),"163,230.00",Persons
ITA,Italy,Rome,2010,Unemployment of the metropolitan area as a share of national value (%),7.94,Percentage
ITA,Italy,Rome,2010,Metropolitan land share of national value (%),1.93,Percentage
ITA,Italy,Rome,2010,Population of the city area (persons),"2,610,051.00",Persons
ITA,Italy,Rome,2010,Green area per million people (square meters per million person),232.7,Ratio
ITA,Italy,Rome,2010,Total land area of the city (km2),"1,283.93",Square kilometres
ITA,Italy,Rome,2010,Population density of the city area (persons per km2),"2,032.86",Ratio
ITA,Italy,Rome,2010,Labour productivity,"116,634.37",US Dollar
ITA,Italy,Rome,2011,Total population of the metropolitan area (persons),"4,042,286.00",Persons
ITA,Italy,Rome,2011,Population density (persons per km2),710.86,Ratio
ITA,Italy,Rome,2011,Total land area (km2),"5,686.46",Square kilometres
ITA,Italy,Rome,2011,GDP (millions US$),"195,318.34",US Dollar
ITA,Italy,Rome,2011,GDP of the metropolitan area as a share of national value (%),9.44,Percentage
ITA,Italy,Rome,2011,GDP per capita (US$),"48,318.78",US Dollar
ITA,Italy,Rome,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,10.46,Micrograms per cubic metre
ITA,Italy,Rome,2011,Employment (persons),"1,665,409.00",Persons
ITA,Italy,Rome,2011,Employment of the metropolitan area as a share of national value (%),7.37,Percentage
ITA,Italy,Rome,2011,Unemployment (persons),"154,360.00",Persons
ITA,Italy,Rome,2011,Unemployment of the metropolitan area as a share of national value (%),7.49,Percentage
ITA,Italy,Rome,2011,Metropolitan land share of national value (%),1.93,Percentage
ITA,Italy,Rome,2011,Population of the city area (persons),"2,617,175.00",Persons
ITA,Italy,Rome,2011,Green area per million people (square meters per million person),230.73,Ratio
ITA,Italy,Rome,2011,Total land area of the city (km2),"1,283.93",Square kilometres
ITA,Italy,Rome,2011,Population density of the city area (persons per km2),"2,038.41",Ratio
ITA,Italy,Rome,2011,Labour productivity,"117,279.51",US Dollar
ITA,Italy,Rome,2012,Total population of the metropolitan area (persons),"4,077,212.00",Persons
ITA,Italy,Rome,2012,Population density (persons per km2),717,Ratio
ITA,Italy,Rome,2012,Total land area (km2),"5,686.46",Square kilometres
ITA,Italy,Rome,2012,GDP (millions US$),"189,919.29",US Dollar
ITA,Italy,Rome,2012,GDP of the metropolitan area as a share of national value (%),9.44,Percentage
ITA,Italy,Rome,2012,GDP per capita (US$),"46,580.67",US Dollar
ITA,Italy,Rome,2012,Employment (persons),"1,690,041.00",Persons
ITA,Italy,Rome,2012,Employment of the metropolitan area as a share of national value (%),7.49,Percentage
ITA,Italy,Rome,2012,Unemployment (persons),"187,182.00",Persons
ITA,Italy,Rome,2012,Unemployment of the metropolitan area as a share of national value (%),6.96,Percentage
ITA,Italy,Rome,2012,Metropolitan land share of national value (%),1.93,Percentage
ITA,Italy,Rome,2012,Population of the city area (persons),"2,624,318.00",Persons
ITA,Italy,Rome,2012,Green area per million people (square meters per million person),228.76,Ratio
ITA,Italy,Rome,2012,Total land area of the city (km2),"1,283.93",Square kilometres
ITA,Italy,Rome,2012,Population density of the city area (persons per km2),"2,043.97",Ratio
ITA,Italy,Rome,2012,Labour productivity,"112,375.55",US Dollar
ITA,Italy,Rome,2013,Total population of the metropolitan area (persons),"4,112,897.00",Persons
ITA,Italy,Rome,2013,Population density (persons per km2),723.28,Ratio
ITA,Italy,Rome,2013,Total land area (km2),"5,686.46",Square kilometres
ITA,Italy,Rome,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,9.3,Micrograms per cubic metre
ITA,Italy,Rome,2013,Employment (persons),"1,708,014.00",Persons
ITA,Italy,Rome,2013,Employment of the metropolitan area as a share of national value (%),7.7,Percentage
ITA,Italy,Rome,2013,Unemployment (persons),"214,704.00",Persons
ITA,Italy,Rome,2013,Unemployment of the metropolitan area as a share of national value (%),7,Percentage
ITA,Italy,Rome,2013,Metropolitan land share of national value (%),1.93,Percentage
ITA,Italy,Rome,2013,Population of the city area (persons),"2,631,481.00",Persons
ITA,Italy,Rome,2013,Green area per million people (square meters per million person),226.77,Ratio
ITA,Italy,Rome,2013,Total land area of the city (km2),"1,283.93",Square kilometres
ITA,Italy,Rome,2013,Population density of the city area (persons per km2),"2,049.55",Ratio
ITA,Italy,Rome,2014,Total population of the metropolitan area (persons),"4,149,364.00",Persons
ITA,Italy,Rome,2014,Population density (persons per km2),729.69,Ratio
ITA,Italy,Rome,2014,Total land area (km2),"5,686.46",Square kilometres
ITA,Italy,Rome,2014,Employment (persons),"1,775,430.00",Persons
ITA,Italy,Rome,2014,Employment of the metropolitan area as a share of national value (%),7.97,Percentage
ITA,Italy,Rome,2014,Unemployment (persons),"229,095.00",Persons
ITA,Italy,Rome,2014,Unemployment of the metropolitan area as a share of national value (%),7.08,Percentage
ITA,Italy,Rome,2014,Metropolitan land share of national value (%),1.93,Percentage
ITA,Italy,Rome,2014,Population of the city area (persons),"2,638,663.00",Persons
ITA,Italy,Rome,2014,Green area per million people (square meters per million person),224.78,Ratio
ITA,Italy,Rome,2014,Total land area of the city (km2),"1,283.93",Square kilometres
ITA,Italy,Rome,2014,Population density of the city area (persons per km2),"2,055.15",Ratio
SWE,Sweden,Stockholm,2008,Total population of the metropolitan area (persons),"1,938,753.00",Persons
SWE,Sweden,Stockholm,2008,Population density (persons per km2),272.8,Ratio
SWE,Sweden,Stockholm,2008,Total land area (km2),"7,106.87",Square kilometres
SWE,Sweden,Stockholm,2008,GDP (millions US$),"114,075.43",US Dollar
SWE,Sweden,Stockholm,2008,GDP of the metropolitan area as a share of national value (%),29.3,Percentage
SWE,Sweden,Stockholm,2008,GDP per capita (US$),"58,839.59",US Dollar
SWE,Sweden,Stockholm,2008,CO2 emissions per capita  (tonnes per inhabitant),6.17,Tonnes
SWE,Sweden,Stockholm,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,7.59,Micrograms per cubic metre
SWE,Sweden,Stockholm,2008,Employment (persons),"1,052,098.00",Persons
SWE,Sweden,Stockholm,2008,Employment of the metropolitan area as a share of national value (%),22.91,Percentage
SWE,Sweden,Stockholm,2008,Unemployment (persons),"57,725.00",Persons
SWE,Sweden,Stockholm,2008,Unemployment of the metropolitan area as a share of national value (%),18.9,Percentage
SWE,Sweden,Stockholm,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),20.58,Percentage
SWE,Sweden,Stockholm,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),0.54,Tonnes
SWE,Sweden,Stockholm,2008,CO2 emissions per capita from transport (tonnes per inhabitant),2.24,Tonnes
SWE,Sweden,Stockholm,2008,Metropolitan land share of national value (%),1.73,Percentage
SWE,Sweden,Stockholm,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),15.69,Percentage
SWE,Sweden,Stockholm,2008,Green area per million people (square meters per million person),119.36,Ratio
SWE,Sweden,Stockholm,2008,Population of the city area (persons),"1,443,762.00",Persons
SWE,Sweden,Stockholm,2008,Labour productivity,"108,426.62",US Dollar
SWE,Sweden,Stockholm,2008,Population density of the city area (persons per km2),"1,082.03",Ratio
SWE,Sweden,Stockholm,2008,Total land area of the city (km2),"1,334.31",Square kilometres
SWE,Sweden,Stockholm,2008,CO2 emissions of the metropolitan area as a share of national value (%),18.61,Percentage
SWE,Sweden,Stockholm,2009,Total population of the metropolitan area (persons),"1,951,739.00",Persons
SWE,Sweden,Stockholm,2009,Population density (persons per km2),274.63,Ratio
SWE,Sweden,Stockholm,2009,Total land area (km2),"7,106.87",Square kilometres
SWE,Sweden,Stockholm,2009,GDP (millions US$),"114,249.04",US Dollar
SWE,Sweden,Stockholm,2009,GDP of the metropolitan area as a share of national value (%),30.94,Percentage
SWE,Sweden,Stockholm,2009,GDP per capita (US$),"58,537.05",US Dollar
SWE,Sweden,Stockholm,2009,Employment (persons),"1,058,787.00",Persons
SWE,Sweden,Stockholm,2009,Employment of the metropolitan area as a share of national value (%),23.53,Percentage
SWE,Sweden,Stockholm,2009,Unemployment (persons),"76,733.00",Persons
SWE,Sweden,Stockholm,2009,Unemployment of the metropolitan area as a share of national value (%),18.72,Percentage
SWE,Sweden,Stockholm,2009,Metropolitan land share of national value (%),1.73,Percentage
SWE,Sweden,Stockholm,2009,Green area per million people (square meters per million person),118.56,Ratio
SWE,Sweden,Stockholm,2009,Population of the city area (persons),"1,453,173.00",Persons
SWE,Sweden,Stockholm,2009,Labour productivity,"107,905.59",US Dollar
SWE,Sweden,Stockholm,2009,Population density of the city area (persons per km2),"1,089.08",Ratio
SWE,Sweden,Stockholm,2009,Total land area of the city (km2),"1,334.31",Square kilometres
SWE,Sweden,Stockholm,2010,Total population of the metropolitan area (persons),"1,964,829.00",Persons
SWE,Sweden,Stockholm,2010,Population density (persons per km2),276.47,Ratio
SWE,Sweden,Stockholm,2010,Total land area (km2),"7,106.87",Square kilometres
SWE,Sweden,Stockholm,2010,GDP (millions US$),"117,832.22",US Dollar
SWE,Sweden,Stockholm,2010,GDP of the metropolitan area as a share of national value (%),30.11,Percentage
SWE,Sweden,Stockholm,2010,GDP per capita (US$),"59,970.73",US Dollar
SWE,Sweden,Stockholm,2010,Employment (persons),"1,068,828.00",Persons
SWE,Sweden,Stockholm,2010,Employment of the metropolitan area as a share of national value (%),23.63,Percentage
SWE,Sweden,Stockholm,2010,Unemployment (persons),"83,081.00",Persons
SWE,Sweden,Stockholm,2010,Unemployment of the metropolitan area as a share of national value (%),19.49,Percentage
SWE,Sweden,Stockholm,2010,Metropolitan land share of national value (%),1.73,Percentage
SWE,Sweden,Stockholm,2010,Green area per million people (square meters per million person),117.77,Ratio
SWE,Sweden,Stockholm,2010,Population of the city area (persons),"1,462,651.00",Persons
SWE,Sweden,Stockholm,2010,Labour productivity,"110,244.33",US Dollar
SWE,Sweden,Stockholm,2010,Population density of the city area (persons per km2),"1,096.19",Ratio
SWE,Sweden,Stockholm,2010,Total land area of the city (km2),"1,334.31",Square kilometres
SWE,Sweden,Stockholm,2011,Total population of the metropolitan area (persons),"1,978,017.00",Persons
SWE,Sweden,Stockholm,2011,Population density (persons per km2),278.32,Ratio
SWE,Sweden,Stockholm,2011,Total land area (km2),"7,106.87",Square kilometres
SWE,Sweden,Stockholm,2011,GDP (millions US$),"123,457.27",US Dollar
SWE,Sweden,Stockholm,2011,GDP of the metropolitan area as a share of national value (%),30.73,Percentage
SWE,Sweden,Stockholm,2011,GDP per capita (US$),"62,414.67",US Dollar
SWE,Sweden,Stockholm,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,6.5,Micrograms per cubic metre
SWE,Sweden,Stockholm,2011,Employment (persons),"1,097,857.00",Persons
SWE,Sweden,Stockholm,2011,Employment of the metropolitan area as a share of national value (%),23.73,Percentage
SWE,Sweden,Stockholm,2011,Unemployment (persons),"76,994.00",Persons
SWE,Sweden,Stockholm,2011,Unemployment of the metropolitan area as a share of national value (%),19.66,Percentage
SWE,Sweden,Stockholm,2011,Metropolitan land share of national value (%),1.73,Percentage
SWE,Sweden,Stockholm,2011,Green area per million people (square meters per million person),116.99,Ratio
SWE,Sweden,Stockholm,2011,Population of the city area (persons),"1,472,195.00",Persons
SWE,Sweden,Stockholm,2011,Labour productivity,"112,452.96",US Dollar
SWE,Sweden,Stockholm,2011,Population density of the city area (persons per km2),"1,103.34",Ratio
SWE,Sweden,Stockholm,2011,Total land area of the city (km2),"1,334.31",Square kilometres
SWE,Sweden,Stockholm,2012,Total population of the metropolitan area (persons),"1,991,310.00",Persons
SWE,Sweden,Stockholm,2012,Population density (persons per km2),280.2,Ratio
SWE,Sweden,Stockholm,2012,Total land area (km2),"7,106.87",Square kilometres
SWE,Sweden,Stockholm,2012,GDP (millions US$),"124,384.82",US Dollar
SWE,Sweden,Stockholm,2012,GDP of the metropolitan area as a share of national value (%),31.05,Percentage
SWE,Sweden,Stockholm,2012,GDP per capita (US$),"62,463.82",US Dollar
SWE,Sweden,Stockholm,2012,Employment (persons),"1,112,580.00",Persons
SWE,Sweden,Stockholm,2012,Employment of the metropolitan area as a share of national value (%),23.89,Percentage
SWE,Sweden,Stockholm,2012,Unemployment (persons),"81,832.00",Persons
SWE,Sweden,Stockholm,2012,Unemployment of the metropolitan area as a share of national value (%),20.28,Percentage
SWE,Sweden,Stockholm,2012,Metropolitan land share of national value (%),1.74,Percentage
SWE,Sweden,Stockholm,2012,Green area per million people (square meters per million person),116.21,Ratio
SWE,Sweden,Stockholm,2012,Population of the city area (persons),"1,481,808.00",Persons
SWE,Sweden,Stockholm,2012,Labour productivity,"111,798.54",US Dollar
SWE,Sweden,Stockholm,2012,Population density of the city area (persons per km2),"1,110.54",Ratio
SWE,Sweden,Stockholm,2012,Total land area of the city (km2),"1,334.31",Square kilometres
SWE,Sweden,Stockholm,2013,Total population of the metropolitan area (persons),"2,004,706.00",Persons
SWE,Sweden,Stockholm,2013,Population density (persons per km2),282.08,Ratio
SWE,Sweden,Stockholm,2013,Total land area (km2),"7,106.87",Square kilometres
SWE,Sweden,Stockholm,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,7,Micrograms per cubic metre
SWE,Sweden,Stockholm,2013,Employment (persons),"1,139,426.00",Persons
SWE,Sweden,Stockholm,2013,Employment of the metropolitan area as a share of national value (%),24.22,Percentage
SWE,Sweden,Stockholm,2013,Unemployment (persons),"83,841.00",Persons
SWE,Sweden,Stockholm,2013,Unemployment of the metropolitan area as a share of national value (%),20.35,Percentage
SWE,Sweden,Stockholm,2013,Metropolitan land share of national value (%),1.74,Percentage
SWE,Sweden,Stockholm,2013,Green area per million people (square meters per million person),115.43,Ratio
SWE,Sweden,Stockholm,2013,Population of the city area (persons),"1,491,489.00",Persons
SWE,Sweden,Stockholm,2013,Population density of the city area (persons per km2),"1,117.80",Ratio
SWE,Sweden,Stockholm,2013,Total land area of the city (km2),"1,334.31",Square kilometres
SWE,Sweden,Stockholm,2014,Total population of the metropolitan area (persons),"2,018,208.00",Persons
SWE,Sweden,Stockholm,2014,Population density (persons per km2),283.98,Ratio
SWE,Sweden,Stockholm,2014,Total land area (km2),"7,106.87",Square kilometres
SWE,Sweden,Stockholm,2014,Employment (persons),"1,158,244.00",Persons
SWE,Sweden,Stockholm,2014,Employment of the metropolitan area as a share of national value (%),24.27,Percentage
SWE,Sweden,Stockholm,2014,Unemployment (persons),"88,411.00",Persons
SWE,Sweden,Stockholm,2014,Unemployment of the metropolitan area as a share of national value (%),21.44,Percentage
SWE,Sweden,Stockholm,2014,Metropolitan land share of national value (%),1.74,Percentage
SWE,Sweden,Stockholm,2014,Green area per million people (square meters per million person),114.66,Ratio
SWE,Sweden,Stockholm,2014,Population of the city area (persons),"1,501,239.00",Persons
SWE,Sweden,Stockholm,2014,Population density of the city area (persons per km2),"1,125.11",Ratio
SWE,Sweden,Stockholm,2014,Total land area of the city (km2),"1,334.31",Square kilometres
EST,Estionia,Tallinn,2008,Total population of the metropolitan area (persons),"530,889.00",Persons
EST,Estionia,Tallinn,2008,Population density (persons per km2),122.71,Ratio
EST,Estionia,Tallinn,2008,Total land area (km2),"4,326.30",Square kilometres
EST,Estionia,Tallinn,2008,GDP (millions US$),"19,029.99",US Dollar
EST,Estionia,Tallinn,2008,GDP of the metropolitan area as a share of national value (%),59.23,Percentage
EST,Estionia,Tallinn,2008,GDP per capita (US$),"35,845.51",US Dollar
EST,Estionia,Tallinn,2008,CO2 emissions per capita  (tonnes per inhabitant),7.7,Tonnes
EST,Estionia,Tallinn,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,7.94,Micrograms per cubic metre
EST,Estionia,Tallinn,2008,Employment (persons),"301,537.00",Persons
EST,Estionia,Tallinn,2008,Employment of the metropolitan area as a share of national value (%),45.97,Percentage
EST,Estionia,Tallinn,2008,Unemployment (persons),"13,927.00",Persons
EST,Estionia,Tallinn,2008,Unemployment of the metropolitan area as a share of national value (%),36.48,Percentage
EST,Estionia,Tallinn,2008,Metropolitan land share of national value (%),9.96,Percentage
EST,Estionia,Tallinn,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),22.7,Percentage
EST,Estionia,Tallinn,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),29.43,Percentage
EST,Estionia,Tallinn,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),3.63,Tonnes
EST,Estionia,Tallinn,2008,CO2 emissions per capita from transport (tonnes per inhabitant),1.18,Tonnes
EST,Estionia,Tallinn,2008,Population of the city area (persons),"399,080.00",Persons
EST,Estionia,Tallinn,2008,Green area per million people (square meters per million person),"1,468.15",Ratio
EST,Estionia,Tallinn,2008,Total land area of the city (km2),146.99,Square kilometres
EST,Estionia,Tallinn,2008,Population density of the city area (persons per km2),"2,715.01",Ratio
EST,Estionia,Tallinn,2008,CO2 emissions of the metropolitan area as a share of national value (%),18.29,Percentage
EST,Estionia,Tallinn,2008,Labour productivity,"63,109.95",US Dollar
EST,Estionia,Tallinn,2009,Total population of the metropolitan area (persons),"530,824.00",Persons
EST,Estionia,Tallinn,2009,Population density (persons per km2),122.7,Ratio
EST,Estionia,Tallinn,2009,Total land area (km2),"4,326.30",Square kilometres
EST,Estionia,Tallinn,2009,GDP (millions US$),"16,749.55",US Dollar
EST,Estionia,Tallinn,2009,GDP of the metropolitan area as a share of national value (%),61.14,Percentage
EST,Estionia,Tallinn,2009,GDP per capita (US$),"31,553.87",US Dollar
EST,Estionia,Tallinn,2009,Employment (persons),"274,016.00",Persons
EST,Estionia,Tallinn,2009,Employment of the metropolitan area as a share of national value (%),46.14,Percentage
EST,Estionia,Tallinn,2009,Unemployment (persons),"39,602.00",Persons
EST,Estionia,Tallinn,2009,Unemployment of the metropolitan area as a share of national value (%),42.73,Percentage
EST,Estionia,Tallinn,2009,Metropolitan land share of national value (%),9.96,Percentage
EST,Estionia,Tallinn,2009,Population of the city area (persons),"398,918.00",Persons
EST,Estionia,Tallinn,2009,Green area per million people (square meters per million person),"1,468.33",Ratio
EST,Estionia,Tallinn,2009,Total land area of the city (km2),146.99,Square kilometres
EST,Estionia,Tallinn,2009,Population density of the city area (persons per km2),"2,713.91",Ratio
EST,Estionia,Tallinn,2009,Labour productivity,"61,126.17",US Dollar
EST,Estionia,Tallinn,2010,Total population of the metropolitan area (persons),"530,760.00",Persons
EST,Estionia,Tallinn,2010,Population density (persons per km2),122.68,Ratio
