countrycode,country,city,year,subject,value
EST,Estionia,Tallinn,2008,Share of students in higher education in the total population (per 1000 persons),101
EST,Estionia,Tallinn,2008,Proportion of working age population qualified at level 3 or 4 ISCED,58.3
EST,Estionia,Tallinn,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",48.4
EST,Estionia,Tallinn,2009,Number of children 0-4 in day care or school,"13,265"
EST,Estionia,Tallinn,2009,"Share of early leavers from education and training, total -%",-
EST,Estionia,Tallinn,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","39,483"
EST,Estionia,Tallinn,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
EST,Estionia,Tallinn,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
EST,Estionia,Tallinn,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
EST,Estionia,Tallinn,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,535.9
EST,Estionia,Tallinn,2009,Share of students in higher education in the total population (per 1000 persons),98
EST,Estionia,Tallinn,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
EST,Estionia,Tallinn,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
EST,Estionia,Tallinn,2010,Number of children 0-4 in day care or school,"14,669"
EST,Estionia,Tallinn,2010,"Share of early leavers from education and training, total -%",-
EST,Estionia,Tallinn,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","39,042"
EST,Estionia,Tallinn,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
EST,Estionia,Tallinn,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
EST,Estionia,Tallinn,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
EST,Estionia,Tallinn,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,574.3
EST,Estionia,Tallinn,2010,Share of students in higher education in the total population (per 1000 persons),96
EST,Estionia,Tallinn,2010,Proportion of working age population qualified at level 3 or 4 ISCED,-
EST,Estionia,Tallinn,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
EST,Estionia,Tallinn,2011,Number of children 0-4 in day care or school,"14,991"
EST,Estionia,Tallinn,2011,"Share of early leavers from education and training, total -%",9.9
EST,Estionia,Tallinn,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","38,278"
EST,Estionia,Tallinn,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","13,534"
EST,Estionia,Tallinn,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"96,370"
EST,Estionia,Tallinn,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","109,140"
EST,Estionia,Tallinn,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,641.5
EST,Estionia,Tallinn,2011,Share of students in higher education in the total population (per 1000 persons),97
EST,Estionia,Tallinn,2011,Proportion of working age population qualified at level 3 or 4 ISCED,43.3
EST,Estionia,Tallinn,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",49
EST,Estionia,Tallinn,2012,Number of children 0-4 in day care or school,"14,804"
EST,Estionia,Tallinn,2012,"Share of early leavers from education and training, total -%",-
EST,Estionia,Tallinn,2012,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","36,695"
EST,Estionia,Tallinn,2012,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
EST,Estionia,Tallinn,2012,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
EST,Estionia,Tallinn,2012,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
EST,Estionia,Tallinn,2012,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,606.9
EST,Estionia,Tallinn,2012,Share of students in higher education in the total population (per 1000 persons),91
EST,Estionia,Tallinn,2012,Proportion of working age population qualified at level 3 or 4 ISCED,-
EST,Estionia,Tallinn,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
EST,Estionia,Tallinn,2013,Number of children 0-4 in day care or school,"14,845"
EST,Estionia,Tallinn,2013,"Share of early leavers from education and training, total -%",-
EST,Estionia,Tallinn,2013,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","34,301"
EST,Estionia,Tallinn,2013,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
EST,Estionia,Tallinn,2013,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
EST,Estionia,Tallinn,2013,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
EST,Estionia,Tallinn,2013,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,605.2
EST,Estionia,Tallinn,2013,Share of students in higher education in the total population (per 1000 persons),84
EST,Estionia,Tallinn,2013,Proportion of working age population qualified at level 3 or 4 ISCED,-
EST,Estionia,Tallinn,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
EST,Estionia,Tallinn,2014,Number of children 0-4 in day care or school,"14,743"
EST,Estionia,Tallinn,2014,"Share of early leavers from education and training, total -%",6.2
EST,Estionia,Tallinn,2014,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","31,803"
EST,Estionia,Tallinn,2014,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","16,200"
EST,Estionia,Tallinn,2014,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"101,200"
EST,Estionia,Tallinn,2014,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","120,100"
EST,Estionia,Tallinn,2014,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,613.2
EST,Estionia,Tallinn,2014,Share of students in higher education in the total population (per 1000 persons),77
EST,Estionia,Tallinn,2014,Proportion of working age population qualified at level 3 or 4 ISCED,43.1
EST,Estionia,Tallinn,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",51.2
EST,Estionia,Tallinn,2015,Number of children 0-4 in day care or school,"14,384"
EST,Estionia,Tallinn,2015,"Share of early leavers from education and training, total -%",5.3
EST,Estionia,Tallinn,2015,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","28,800"
EST,Estionia,Tallinn,2015,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","14,400"
EST,Estionia,Tallinn,2015,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"102,500"
EST,Estionia,Tallinn,2015,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","120,100"
EST,Estionia,Tallinn,2015,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,605.8
EST,Estionia,Tallinn,2015,Share of students in higher education in the total population (per 1000 persons),70
EST,Estionia,Tallinn,2015,Proportion of working age population qualified at level 3 or 4 ISCED,43.3
EST,Estionia,Tallinn,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",50.7
EST,Estionia,Tallinn,2016,Number of children 0-4 in day care or school,"13,931"
EST,Estionia,Tallinn,2016,"Share of early leavers from education and training, total -%",5
EST,Estionia,Tallinn,2016,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","26,842"
EST,Estionia,Tallinn,2016,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","13,600"
EST,Estionia,Tallinn,2016,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"101,000"
EST,Estionia,Tallinn,2016,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","122,500"
EST,Estionia,Tallinn,2016,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,578.3
EST,Estionia,Tallinn,2016,Share of students in higher education in the total population (per 1000 persons),63
EST,Estionia,Tallinn,2016,Proportion of working age population qualified at level 3 or 4 ISCED,42.4
EST,Estionia,Tallinn,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",51.4
EST,Estionia,Tallinn,2017,Number of children 0-4 in day care or school,-
EST,Estionia,Tallinn,2017,"Share of early leavers from education and training, total -%",-
EST,Estionia,Tallinn,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
EST,Estionia,Tallinn,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
EST,Estionia,Tallinn,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
EST,Estionia,Tallinn,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
EST,Estionia,Tallinn,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
EST,Estionia,Tallinn,2017,Share of students in higher education in the total population (per 1000 persons),-
EST,Estionia,Tallinn,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
EST,Estionia,Tallinn,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2008,Number of children 0-4 in day care or school,"40,400"
AUT,Austria,Vienna,2008,"Share of early leavers from education and training, total -%",-
AUT,Austria,Vienna,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","158,548"
AUT,Austria,Vienna,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","311,112"
AUT,Austria,Vienna,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"616,318"
AUT,Austria,Vienna,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","232,009"
AUT,Austria,Vienna,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,323.9
AUT,Austria,Vienna,2008,Share of students in higher education in the total population (per 1000 persons),95
AUT,Austria,Vienna,2008,Proportion of working age population qualified at level 3 or 4 ISCED,64.2
AUT,Austria,Vienna,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",24.2
AUT,Austria,Vienna,2009,Number of children 0-4 in day care or school,"41,690"
AUT,Austria,Vienna,2009,"Share of early leavers from education and training, total -%",-
AUT,Austria,Vienna,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","179,798"
AUT,Austria,Vienna,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
AUT,Austria,Vienna,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
AUT,Austria,Vienna,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
AUT,Austria,Vienna,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,331
AUT,Austria,Vienna,2009,Share of students in higher education in the total population (per 1000 persons),107
AUT,Austria,Vienna,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
AUT,Austria,Vienna,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2010,Number of children 0-4 in day care or school,-
AUT,Austria,Vienna,2010,"Share of early leavers from education and training, total -%",-
AUT,Austria,Vienna,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
AUT,Austria,Vienna,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
AUT,Austria,Vienna,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
AUT,Austria,Vienna,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
AUT,Austria,Vienna,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
AUT,Austria,Vienna,2010,Share of students in higher education in the total population (per 1000 persons),-
AUT,Austria,Vienna,2010,Proportion of working age population qualified at level 3 or 4 ISCED,-
AUT,Austria,Vienna,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2011,Number of children 0-4 in day care or school,-
AUT,Austria,Vienna,2011,"Share of early leavers from education and training, total -%",-
AUT,Austria,Vienna,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
AUT,Austria,Vienna,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
AUT,Austria,Vienna,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
AUT,Austria,Vienna,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
AUT,Austria,Vienna,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
AUT,Austria,Vienna,2011,Share of students in higher education in the total population (per 1000 persons),-
AUT,Austria,Vienna,2011,Proportion of working age population qualified at level 3 or 4 ISCED,-
AUT,Austria,Vienna,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2012,Number of children 0-4 in day care or school,-
AUT,Austria,Vienna,2012,"Share of early leavers from education and training, total -%",-
AUT,Austria,Vienna,2012,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
AUT,Austria,Vienna,2012,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
AUT,Austria,Vienna,2012,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
AUT,Austria,Vienna,2012,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
AUT,Austria,Vienna,2012,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
AUT,Austria,Vienna,2012,Share of students in higher education in the total population (per 1000 persons),-
AUT,Austria,Vienna,2012,Proportion of working age population qualified at level 3 or 4 ISCED,-
AUT,Austria,Vienna,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2013,Number of children 0-4 in day care or school,"52,376"
AUT,Austria,Vienna,2013,"Share of early leavers from education and training, total -%",-
AUT,Austria,Vienna,2013,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","173,625"
AUT,Austria,Vienna,2013,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
AUT,Austria,Vienna,2013,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
AUT,Austria,Vienna,2013,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
AUT,Austria,Vienna,2013,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,591.9
AUT,Austria,Vienna,2013,Share of students in higher education in the total population (per 1000 persons),100
AUT,Austria,Vienna,2013,Proportion of working age population qualified at level 3 or 4 ISCED,-
AUT,Austria,Vienna,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2014,Number of children 0-4 in day care or school,"54,970"
AUT,Austria,Vienna,2014,"Share of early leavers from education and training, total -%",-
AUT,Austria,Vienna,2014,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","173,463"
AUT,Austria,Vienna,2014,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
AUT,Austria,Vienna,2014,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
AUT,Austria,Vienna,2014,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
AUT,Austria,Vienna,2014,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,612.9
AUT,Austria,Vienna,2014,Share of students in higher education in the total population (per 1000 persons),98
AUT,Austria,Vienna,2014,Proportion of working age population qualified at level 3 or 4 ISCED,-
AUT,Austria,Vienna,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2015,Number of children 0-4 in day care or school,-
AUT,Austria,Vienna,2015,"Share of early leavers from education and training, total -%",-
AUT,Austria,Vienna,2015,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
AUT,Austria,Vienna,2015,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
AUT,Austria,Vienna,2015,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
AUT,Austria,Vienna,2015,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
AUT,Austria,Vienna,2015,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
AUT,Austria,Vienna,2015,Share of students in higher education in the total population (per 1000 persons),-
AUT,Austria,Vienna,2015,Proportion of working age population qualified at level 3 or 4 ISCED,-
AUT,Austria,Vienna,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2016,Number of children 0-4 in day care or school,-
AUT,Austria,Vienna,2016,"Share of early leavers from education and training, total -%",-
AUT,Austria,Vienna,2016,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
AUT,Austria,Vienna,2016,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
AUT,Austria,Vienna,2016,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
AUT,Austria,Vienna,2016,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
AUT,Austria,Vienna,2016,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
AUT,Austria,Vienna,2016,Share of students in higher education in the total population (per 1000 persons),-
AUT,Austria,Vienna,2016,Proportion of working age population qualified at level 3 or 4 ISCED,-
AUT,Austria,Vienna,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2017,Number of children 0-4 in day care or school,-
AUT,Austria,Vienna,2017,"Share of early leavers from education and training, total -%",-
AUT,Austria,Vienna,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
AUT,Austria,Vienna,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
AUT,Austria,Vienna,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
AUT,Austria,Vienna,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
AUT,Austria,Vienna,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
AUT,Austria,Vienna,2017,Share of students in higher education in the total population (per 1000 persons),-
AUT,Austria,Vienna,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
AUT,Austria,Vienna,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2008,Number of children 0-4 in day care or school,"12,289"
LTU,Lithuania,Vilnius,2008,"Share of early leavers from education and training, total -%",-
LTU,Lithuania,Vilnius,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","99,738"
LTU,Lithuania,Vilnius,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","55,183"
LTU,Lithuania,Vilnius,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"182,518"
LTU,Lithuania,Vilnius,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","163,797"
LTU,Lithuania,Vilnius,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,465.8
LTU,Lithuania,Vilnius,2008,Share of students in higher education in the total population (per 1000 persons),179
LTU,Lithuania,Vilnius,2008,Proportion of working age population qualified at level 3 or 4 ISCED,55.8
LTU,Lithuania,Vilnius,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",50.1
LTU,Lithuania,Vilnius,2009,Number of children 0-4 in day care or school,"8,173"
LTU,Lithuania,Vilnius,2009,"Share of early leavers from education and training, total -%",-
LTU,Lithuania,Vilnius,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","96,576"
LTU,Lithuania,Vilnius,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LTU,Lithuania,Vilnius,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LTU,Lithuania,Vilnius,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LTU,Lithuania,Vilnius,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,288
LTU,Lithuania,Vilnius,2009,Share of students in higher education in the total population (per 1000 persons),173
LTU,Lithuania,Vilnius,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
LTU,Lithuania,Vilnius,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2010,Number of children 0-4 in day care or school,"13,974"
LTU,Lithuania,Vilnius,2010,"Share of early leavers from education and training, total -%",-
LTU,Lithuania,Vilnius,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","91,673"
LTU,Lithuania,Vilnius,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LTU,Lithuania,Vilnius,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LTU,Lithuania,Vilnius,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LTU,Lithuania,Vilnius,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,489.5
LTU,Lithuania,Vilnius,2010,Share of students in higher education in the total population (per 1000 persons),169
LTU,Lithuania,Vilnius,2010,Proportion of working age population qualified at level 3 or 4 ISCED,-
LTU,Lithuania,Vilnius,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2011,Number of children 0-4 in day care or school,"15,201"
LTU,Lithuania,Vilnius,2011,"Share of early leavers from education and training, total -%",-
LTU,Lithuania,Vilnius,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","86,254"
LTU,Lithuania,Vilnius,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","7,236"
LTU,Lithuania,Vilnius,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"131,003"
LTU,Lithuania,Vilnius,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","168,383"
LTU,Lithuania,Vilnius,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,487.1
LTU,Lithuania,Vilnius,2011,Share of students in higher education in the total population (per 1000 persons),161
LTU,Lithuania,Vilnius,2011,Proportion of working age population qualified at level 3 or 4 ISCED,43.7
LTU,Lithuania,Vilnius,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",56.1
LTU,Lithuania,Vilnius,2012,Number of children 0-4 in day care or school,"17,455"
LTU,Lithuania,Vilnius,2012,"Share of early leavers from education and training, total -%",-
LTU,Lithuania,Vilnius,2012,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","78,738"
LTU,Lithuania,Vilnius,2012,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LTU,Lithuania,Vilnius,2012,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LTU,Lithuania,Vilnius,2012,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LTU,Lithuania,Vilnius,2012,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,542.1
LTU,Lithuania,Vilnius,2012,Share of students in higher education in the total population (per 1000 persons),148
LTU,Lithuania,Vilnius,2012,Proportion of working age population qualified at level 3 or 4 ISCED,-
LTU,Lithuania,Vilnius,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2013,Number of children 0-4 in day care or school,"18,395"
LTU,Lithuania,Vilnius,2013,"Share of early leavers from education and training, total -%",-
LTU,Lithuania,Vilnius,2013,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","74,952"
LTU,Lithuania,Vilnius,2013,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LTU,Lithuania,Vilnius,2013,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LTU,Lithuania,Vilnius,2013,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LTU,Lithuania,Vilnius,2013,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,547
LTU,Lithuania,Vilnius,2013,Share of students in higher education in the total population (per 1000 persons),140
LTU,Lithuania,Vilnius,2013,Proportion of working age population qualified at level 3 or 4 ISCED,-
LTU,Lithuania,Vilnius,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2014,Number of children 0-4 in day care or school,"18,539"
LTU,Lithuania,Vilnius,2014,"Share of early leavers from education and training, total -%",-
LTU,Lithuania,Vilnius,2014,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","70,134"
LTU,Lithuania,Vilnius,2014,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LTU,Lithuania,Vilnius,2014,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
LTU,Lithuania,Vilnius,2014,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
LTU,Lithuania,Vilnius,2014,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,544.5
LTU,Lithuania,Vilnius,2014,Share of students in higher education in the total population (per 1000 persons),130
LTU,Lithuania,Vilnius,2014,Proportion of working age population qualified at level 3 or 4 ISCED,-
LTU,Lithuania,Vilnius,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2015,Number of children 0-4 in day care or school,"18,407"
LTU,Lithuania,Vilnius,2015,"Share of early leavers from education and training, total -%",-
LTU,Lithuania,Vilnius,2015,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","66,606"
LTU,Lithuania,Vilnius,2015,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","5,692"
LTU,Lithuania,Vilnius,2015,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"111,615"
LTU,Lithuania,Vilnius,2015,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","185,802"
LTU,Lithuania,Vilnius,2015,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,539.6
LTU,Lithuania,Vilnius,2015,Share of students in higher education in the total population (per 1000 persons),123
LTU,Lithuania,Vilnius,2015,Proportion of working age population qualified at level 3 or 4 ISCED,35.7
LTU,Lithuania,Vilnius,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",59.4
LTU,Lithuania,Vilnius,2016,Number of children 0-4 in day care or school,"18,787"
LTU,Lithuania,Vilnius,2016,"Share of early leavers from education and training, total -%",-
LTU,Lithuania,Vilnius,2016,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","62,466"
LTU,Lithuania,Vilnius,2016,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
LTU,Lithuania,Vilnius,2016,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"112,957"
LTU,Lithuania,Vilnius,2016,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","189,772"
LTU,Lithuania,Vilnius,2016,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,552.8
LTU,Lithuania,Vilnius,2016,Share of students in higher education in the total population (per 1000 persons),115
